NUM_CPT,CODE_COMMUNE,CODE_SECTEUR,VILLE,CONSO_1,CONSO_0,PROFIL 
ZZ95330735,2,59,ARCACHON,56,50,1 - SEGMENT P
ZZ746175890,2,59,ARCACHON,104,111,1 - SEGMENT P
02GA361496,2,59,ARCACHON,26,39,1 - SEGMENT P
03AA538480,2,59,ARCACHON,29,36,1 - SEGMENT P
ZZ88BB007316,2,60,ARCACHON,37,40,1 - SEGMENT P
ZZ88BA747922,2,60,ARCACHON,80,50,1 - SEGMENT P
ZZ91PA276633,2,60,ARCACHON,103,101,1 - SEGMENT P
ZZ853432100,2,60,ARCACHON,54,46,1 - SEGMENT P
ZZ96504880,2,60,ARCACHON,66,43,1 - SEGMENT P
ZZ735638970,2,60,ARCACHON,20,13,1 - SEGMENT P
ZZ84101171,2,60,ARCACHON,1,1,1 - SEGMENT P
ZZ88BA747295,2,60,ARCACHON,16,2,1 - SEGMENT P
ZZ752808320,2,60,ARCACHON,40,38,1 - SEGMENT P
ZZ90218017,2,60,ARCACHON,37,42,1 - SEGMENT P
ZZ84029368,2,60,ARCACHON,81,76,1 - SEGMENT P
ZZ84009188,2,60,ARCACHON,20,25,1 - SEGMENT P
ZZ91345931,2,60,ARCACHON,3,0,1 - SEGMENT P
ZZ88BA027528,2,60,ARCACHON,49,34,1 - SEGMENT P
ZZ79091487,2,60,ARCACHON,4,12,1 - SEGMENT P
ZZ95330804,2,60,ARCACHON,0,0,1 - SEGMENT P
2001AA653035,2,60,ARCACHON,1,1,1 - SEGMENT P
ZZ96265633,2,60,ARCACHON,10,15,1 - SEGMENT P
02AA468350,2,60,ARCACHON,2,0,1 - SEGMENT P
ZZ96265640,2,60,ARCACHON,22,29,1 - SEGMENT P
2001AA653044,2,60,ARCACHON,8,4,1 - SEGMENT P
ZZ752804000,2,60,ARCACHON,53,21,1 - SEGMENT P
ZZ96873408,2,60,ARCACHON,47,44,1 - SEGMENT P
97AA259509,2,60,ARCACHON,25,30,1 - SEGMENT P
88BA747966,2,60,ARCACHON,11,11,1 - SEGMENT P
ZZ79040198,2,60,ARCACHON,35,36,1 - SEGMENT P
ZZ752742720,2,60,ARCACHON,40,45,1 - SEGMENT P
99AA031600,2,60,ARCACHON,33,14,1 - SEGMENT P
ZZ88BA692793,2,60,ARCACHON,99,97,1 - SEGMENT P
ZZ88BA078988,2,60,ARCACHON,53,47,1 - SEGMENT P
ZZ88BA668406,2,60,ARCACHON,52,23,1 - SEGMENT P
ZZ78053374,2,60,ARCACHON,34,13,1 - SEGMENT P
ZZ96265792,2,60,ARCACHON,90,78,1 - SEGMENT P
ZZ942227967,2,60,ARCACHON,70,70,1 - SEGMENT P
ZZ88BA059721,2,60,ARCACHON,53,62,1 - SEGMENT P
03AA715930,2,60,ARCACHON,82,84,1 - SEGMENT P
01AA109207,2,60,ARCACHON,42,23,1 - SEGMENT P
ZZ8100,2,60,ARCACHON,93,141,1 - SEGMENT P
ZZ745795040,2,60,ARCACHON,67,70,1 - SEGMENT P
ZZ88BA079002,2,60,ARCACHON,9,6,1 - SEGMENT P
98022093,2,60,ARCACHON,45,47,1 - SEGMENT P
ZZ700620460,2,60,ARCACHON,146,116,1 - SEGMENT P
ZZ88BA059825,2,60,ARCACHON,117,113,1 - SEGMENT P
ZZ88BA079001,2,60,ARCACHON,18,19,1 - SEGMENT P
ZZ88BA747880,2,61,ARCACHON,127,120,1 - SEGMENT P
ZZ88BA027511,2,61,ARCACHON,20,20,1 - SEGMENT P
ZZ700622220,2,61,ARCACHON,36,61,1 - SEGMENT P
ZZ752636690,2,61,ARCACHON,20,20,1 - SEGMENT P
ZZ83076690,2,61,ARCACHON,1,1,1 - SEGMENT P
ZZ83128062,2,61,ARCACHON,26,29,1 - SEGMENT P
ZZ925039250,2,61,ARCACHON,69,75,1 - SEGMENT P
ZZ97205313,2,61,ARCACHON,97,44,1 - SEGMENT P
ZZ696399,2,61,ARCACHON,130,182,1 - SEGMENT P
ZZ97205316,2,61,ARCACHON,84,46,1 - SEGMENT P
02AA430262,2,61,ARCACHON,76,72,1 - SEGMENT P
98343022,2,61,ARCACHON,32,30,1 - SEGMENT P
ZZ80127208,2,61,ARCACHON,66,73,1 - SEGMENT P
03AA538405,2,61,ARCACHON,55,53,1 - SEGMENT P
ZZ82127277,2,61,ARCACHON,145,162,1 - SEGMENT P
ZZ90PA264713,2,61,ARCACHON,25,25,1 - SEGMENT P
ZZ88BA055808,2,61,ARCACHON,112,122,1 - SEGMENT P
ZZ91308320,2,61,ARCACHON,128,120,1 - SEGMENT P
ZZ721000558,2,61,ARCACHON,77,62,1 - SEGMENT P
ZZ87149795,2,61,ARCACHON,117,130,1 - SEGMENT P
ZZ88BA077524,2,61,ARCACHON,12,14,1 - SEGMENT P
ZZ87149753,2,61,ARCACHON,88,72,1 - SEGMENT P
03AA538436,2,61,ARCACHON,25,36,1 - SEGMENT P
ZZ80089973,2,61,ARCACHON,39,40,1 - SEGMENT P
ZZ88BA748023,2,61,ARCACHON,21,22,1 - SEGMENT P
ZZ88BA055810,2,61,ARCACHON,20,19,1 - SEGMENT P
ZZ88BA055911,2,61,ARCACHON,10,9,1 - SEGMENT P
ZZ88055917,2,62,ARCACHON,47,55,1 - SEGMENT P
05XA226652,2,62,ARCACHON,46,60,1 - SEGMENT P
ZZ82087340,2,62,ARCACHON,62,67,1 - SEGMENT P
ZZ90203988,2,62,ARCACHON,25,25,1 - SEGMENT P
ZZ752742280,2,62,ARCACHON,29,14,1 - SEGMENT P
ZZ96PA873393,2,62,ARCACHON,0,1,1 - SEGMENT P
ZZ94227924,2,62,ARCACHON,37,35,1 - SEGMENT P
ZZ8729509,2,62,ARCACHON,75,97,1 - SEGMENT P
02AA325599,2,62,ARCACHON,20,15,1 - SEGMENT P
ZZ8112627,2,62,ARCACHON,104,102,1 - SEGMENT P
ZZ740000470,2,62,ARCACHON,17,23,1 - SEGMENT P
ZZ88BA055845,2,62,ARCACHON,75,104,1 - SEGMENT P
04XA308299,2,62,ARCACHON,59,73,1 - SEGMENT P
ZZ164214799,2,62,ARCACHON,63,70,1 - SEGMENT P
ZZ94296713,2,62,ARCACHON,90,107,1 - SEGMENT P
ZZ94PA228101,2,62,ARCACHON,21,21,1 - SEGMENT P
ZZ735444380,2,62,ARCACHON,59,63,1 - SEGMENT P
ZZ91PA276632,2,62,ARCACHON,37,38,1 - SEGMENT P
04XA318850,2,62,ARCACHON,48,32,1 - SEGMENT P
ZZ88BA055843,2,62,ARCACHON,63,62,1 - SEGMENT P
ZZ97040358,2,62,ARCACHON,42,39,1 - SEGMENT P
ZZ87232863,2,62,ARCACHON,98,80,1 - SEGMENT P
ZZ88BA055842,2,62,ARCACHON,35,40,1 - SEGMENT P
ZZ756246920,2,62,ARCACHON,71,67,1 - SEGMENT P
ZZ735660230,2,62,ARCACHON,20,20,1 - SEGMENT P
ZZ735640180,2,62,ARCACHON,127,96,1 - SEGMENT P
97AA259501,2,62,ARCACHON,130,166,1 - SEGMENT P
05AB962869,2,62,ARCACHON,143,50,1 - SEGMENT P
ZZ78073143,2,62,ARCACHON,7,36,1 - SEGMENT P
02AA210970,2,62,ARCACHON,11,12,1 - SEGMENT P
ZZ78050686,2,62,ARCACHON,43,24,1 - SEGMENT P
98049800,2,62,ARCACHON,47,56,1 - SEGMENT P
ZZ97125086,2,62,ARCACHON,136,114,1 - SEGMENT P
ZZ92000215,2,62,ARCACHON,132,146,1 - SEGMENT P
ZZ81115743,2,62,ARCACHON,12,12,1 - SEGMENT P
ZZ85215883,2,62,ARCACHON,111,112,1 - SEGMENT P
ZZ726042250,2,62,ARCACHON,10,9,1 - SEGMENT P
03XA304775,2,62,ARCACHON,42,17,1 - SEGMENT P
ZZ8528921,2,62,ARCACHON,2,2,1 - SEGMENT P
ZZ752805930,2,62,ARCACHON,51,34,1 - SEGMENT P
ZZ87232914,2,62,ARCACHON,108,111,1 - SEGMENT P
ZZ85019538,2,62,ARCACHON,65,85,1 - SEGMENT P
ZZ88010610,2,62,ARCACHON,25,40,1 - SEGMENT P
ZZ792027193,2,62,ARCACHON,18,23,1 - SEGMENT P
03AA715928,2,62,ARCACHON,15,0,1 - SEGMENT P
ZZ93219494,2,62,ARCACHON,64,63,1 - SEGMENT P
ZZ88BA059888,2,62,ARCACHON,131,120,1 - SEGMENT P
ZZ90BA010803,2,62,ARCACHON,94,111,1 - SEGMENT P
02AB392544,2,63,ARCACHON,104,129,1 - SEGMENT P
ZZ8709108,2,63,ARCACHON,69,64,1 - SEGMENT P
ZZ77825655,2,63,ARCACHON,15,15,1 - SEGMENT P
ZZ78053358,2,63,ARCACHON,103,64,1 - SEGMENT P
ZZ90BA010849,2,63,ARCACHON,99,116,1 - SEGMENT P
ZZ3192730,2,63,ARCACHON,47,51,1 - SEGMENT P
ZZ93PA219463,2,63,ARCACHON,140,104,1 - SEGMENT P
ZZ700623100,2,63,ARCACHON,40,57,1 - SEGMENT P
03AA555687,2,63,ARCACHON,58,59,1 - SEGMENT P
ZZ8709212,2,63,ARCACHON,9,6,1 - SEGMENT P
99AA043300,2,63,ARCACHON,103,93,1 - SEGMENT P
ZZ97013240,2,63,ARCACHON,105,80,1 - SEGMENT P
ZZ83128173,2,63,ARCACHON,54,50,1 - SEGMENT P
ZZ93PA219464,2,63,ARCACHON,30,25,1 - SEGMENT P
01GA070379,2,63,ARCACHON,23,15,1 - SEGMENT P
ZZ79054073,2,63,ARCACHON,30,23,1 - SEGMENT P
ZZ89BA089991,2,63,ARCACHON,10,10,1 - SEGMENT P
ZZ79047651,2,63,ARCACHON,29,38,1 - SEGMENT P
ZZ88BA087158,2,63,ARCACHON,83,0,1 - SEGMENT P
ZZ82127249,2,63,ARCACHON,8,12,1 - SEGMENT P
77825659,2,63,ARCACHON,19,19,1 - SEGMENT P
ZZ83076524,2,63,ARCACHON,70,59,1 - SEGMENT P
ZZ94320794,2,63,ARCACHON,13,14,1 - SEGMENT P
99AA031597,2,63,ARCACHON,33,57,1 - SEGMENT P
F06XA629694,2,63,ARCACHON,96,100,1 - SEGMENT P
97AA208854,2,63,ARCACHON,9,20,1 - SEGMENT P
99AA031548,2,63,ARCACHON,86,76,1 - SEGMENT P
05XA632679,2,63,ARCACHON,50,69,1 - SEGMENT P
ZZ164214746,2,63,ARCACHON,116,132,1 - SEGMENT P
98AB015438,2,63,ARCACHON,53,40,1 - SEGMENT P
ZZ90PA232973,2,63,ARCACHON,99,122,1 - SEGMENT P
ZZ92PA312234,2,63,ARCACHON,8,29,1 - SEGMENT P
ZZ88BA079151,2,63,ARCACHON,48,54,1 - SEGMENT P
ZZ745398540,2,63,ARCACHON,40,40,1 - SEGMENT P
ZZ78053609,2,63,ARCACHON,108,100,1 - SEGMENT P
98186508,2,63,ARCACHON,68,75,1 - SEGMENT P
ZZ81115835,2,63,ARCACHON,7,6,1 - SEGMENT P
ZZ503427,2,63,ARCACHON,3,3,1 - SEGMENT P
ZZ86215880,2,63,ARCACHON,65,58,1 - SEGMENT P
ZZ93PA219501,2,63,ARCACHON,24,18,1 - SEGMENT P
ZZ90PA223845,2,63,ARCACHON,8,9,1 - SEGMENT P
ZZ90PA205241,2,63,ARCACHON,37,29,1 - SEGMENT P
ZZ90PA218019,2,63,ARCACHON,16,17,1 - SEGMENT P
ZZ89BA052695,2,63,ARCACHON,50,56,1 - SEGMENT P
ZZ91PA308349,2,63,ARCACHON,16,0,1 - SEGMENT P
99AA031541,2,63,ARCACHON,10,10,1 - SEGMENT P
ZZ79047445,2,63,ARCACHON,63,72,1 - SEGMENT P
ZZ91PA217807,2,63,ARCACHON,34,35,1 - SEGMENT P
ZZ853432063,2,63,ARCACHON,144,131,1 - SEGMENT P
ZZ82767242,2,63,ARCACHON,17,34,1 - SEGMENT P
ZZ74617587,2,63,ARCACHON,70,50,1 - SEGMENT P
ZZ83128185,2,63,ARCACHON,87,92,1 - SEGMENT P
ZZ95PA330645,2,63,ARCACHON,31,21,1 - SEGMENT P
ZZ88BA749715,2,63,ARCACHON,69,74,1 - SEGMENT P
79PB065487,2,63,ARCACHON,66,62,1 - SEGMENT P
ZZ80038707,2,63,ARCACHON,30,29,1 - SEGMENT P
ZZ700617110,2,63,ARCACHON,37,61,1 - SEGMENT P
ZZ175751630,2,63,ARCACHON,30,40,1 - SEGMENT P
05XA607460,2,63,ARCACHON,64,69,1 - SEGMENT P
ZZ89BA068579,2,63,ARCACHON,82,86,1 - SEGMENT P
ZZ89203984,2,63,ARCACHON,70,61,1 - SEGMENT P
ZZ87000741,2,63,ARCACHON,110,100,1 - SEGMENT P
ZZ79091475,2,63,ARCACHON,20,6,1 - SEGMENT P
ZZ77685427,2,63,ARCACHON,122,95,1 - SEGMENT P
ZZ87232883,2,63,ARCACHON,148,140,1 - SEGMENT P
ZZ885004360,2,63,ARCACHON,138,154,1 - SEGMENT P
ZZ91PA251031,2,63,ARCACHON,53,50,1 - SEGMENT P
ZZ87241260,2,63,ARCACHON,125,138,1 - SEGMENT P
ZZ83029901,2,63,ARCACHON,50,53,1 - SEGMENT P
ZZ91PA276644,2,63,ARCACHON,110,147,1 - SEGMENT P
02GE413158,2,64,ARCACHON,0,3,1 - SEGMENT P
ZZ88BA077542,2,64,ARCACHON,15,19,1 - SEGMENT P
ZZ77508626,2,64,ARCACHON,15,34,1 - SEGMENT P
ZZ93PA266346,2,64,ARCACHON,60,61,1 - SEGMENT P
ZZ80012381,2,64,ARCACHON,34,39,1 - SEGMENT P
ZZ93PA266318,2,64,ARCACHON,34,21,1 - SEGMENT P
ZZ93PA266317,2,64,ARCACHON,30,33,1 - SEGMENT P
ZZ77524800,2,64,ARCACHON,18,9,1 - SEGMENT P
ZZ87221162,2,64,ARCACHON,40,41,1 - SEGMENT P
ZZ77508628,2,64,ARCACHON,75,64,1 - SEGMENT P
ZZ77524803,2,64,ARCACHON,10,7,1 - SEGMENT P
ZZ88BA082965,2,64,ARCACHON,107,96,1 - SEGMENT P
ZZ77524805,2,64,ARCACHON,16,10,1 - SEGMENT P
ZZ77524806,2,64,ARCACHON,37,10,1 - SEGMENT P
ZZ77524807,2,64,ARCACHON,35,48,1 - SEGMENT P
ZZ77524808,2,64,ARCACHON,0,6,1 - SEGMENT P
ZZ77524809,2,64,ARCACHON,25,43,1 - SEGMENT P
ZZ77524810,2,64,ARCACHON,11,11,1 - SEGMENT P
ZZ88BA079149,2,64,ARCACHON,15,11,1 - SEGMENT P
ZZ77524812,2,64,ARCACHON,24,20,1 - SEGMENT P
ZZ880748106,2,64,ARCACHON,47,39,1 - SEGMENT P
ZZ77524814,2,64,ARCACHON,11,17,1 - SEGMENT P
ZZ77524815,2,64,ARCACHON,22,16,1 - SEGMENT P
ZZ77524816,2,64,ARCACHON,6,8,1 - SEGMENT P
ZZ77524817,2,64,ARCACHON,10,10,1 - SEGMENT P
ZZ845269492,2,64,ARCACHON,47,50,1 - SEGMENT P
ZZ82127240,2,65,ARCACHON,20,32,1 - SEGMENT P
ZZ174427630,2,65,ARCACHON,23,32,1 - SEGMENT P
ZZ80127301,2,65,ARCACHON,37,31,1 - SEGMENT P
ZZ94228105,2,65,ARCACHON,23,18,1 - SEGMENT P
ZZ710011620,2,65,ARCACHON,7,5,1 - SEGMENT P
ZZ710011760,2,65,ARCACHON,80,75,1 - SEGMENT P
ZZ700622970,2,65,ARCACHON,84,81,1 - SEGMENT P
ZZ93PA219462,2,65,ARCACHON,50,49,1 - SEGMENT P
ZZ86216081,2,65,ARCACHON,8,10,1 - SEGMENT P
ZZ93PA266316,2,65,ARCACHON,27,20,1 - SEGMENT P
98PA054648,2,65,ARCACHON,26,28,1 - SEGMENT P
99AA031549,2,65,ARCACHON,45,37,1 - SEGMENT P
ZZ70166620,2,65,ARCACHON,20,27,1 - SEGMENT P
ZZ88BA079007,2,65,ARCACHON,10,8,1 - SEGMENT P
ZZ94PA209568,2,65,ARCACHON,19,18,1 - SEGMENT P
ZZ70166621,2,65,ARCACHON,18,22,1 - SEGMENT P
ZZ76507105,2,65,ARCACHON,15,10,1 - SEGMENT P
ZZ70166625,2,65,ARCACHON,27,29,1 - SEGMENT P
ZZ83604662,2,65,ARCACHON,16,11,1 - SEGMENT P
ZZ701666230,2,65,ARCACHON,48,40,1 - SEGMENT P
ZZ70166629,2,65,ARCACHON,43,38,1 - SEGMENT P
ZZ701666260,2,65,ARCACHON,59,51,1 - SEGMENT P
ZZ78507106,2,65,ARCACHON,28,23,1 - SEGMENT P
ZZ741505443,2,65,ARCACHON,36,47,1 - SEGMENT P
ZZ701666280,2,65,ARCACHON,18,43,1 - SEGMENT P
ZZ88747273,2,65,ARCACHON,79,83,1 - SEGMENT P
ZZ700622940,2,65,ARCACHON,32,36,1 - SEGMENT P
ZZ88BA082966,2,65,ARCACHON,19,27,1 - SEGMENT P
ZZ700624310,2,65,ARCACHON,16,14,1 - SEGMENT P
ZZ90PA205124,2,65,ARCACHON,34,31,1 - SEGMENT P
2001AA653048,2,65,ARCACHON,53,109,1 - SEGMENT P
ZZ72542342,2,65,ARCACHON,21,15,1 - SEGMENT P
ZZ91PA251027,2,65,ARCACHON,145,97,1 - SEGMENT P
99AA031542,2,65,ARCACHON,10,17,1 - SEGMENT P
03XA653420,2,65,ARCACHON,0,8,1 - SEGMENT P
ZZ7873655,2,65,ARCACHON,12,11,1 - SEGMENT P
ZZ735444020,2,65,ARCACHON,32,33,1 - SEGMENT P
ZZ735444060,2,65,ARCACHON,7,106,1 - SEGMENT P
ZZ74537261,2,65,ARCACHON,2,1,1 - SEGMENT P
ZZ79080149,2,65,ARCACHON,138,148,1 - SEGMENT P
99AA031545,2,65,ARCACHON,121,139,1 - SEGMENT P
ZZ87263579,2,65,ARCACHON,64,56,1 - SEGMENT P
ZZ701624440,2,65,ARCACHON,78,28,1 - SEGMENT P
ZZ71002462,2,65,ARCACHON,15,15,1 - SEGMENT P
F06XA224655,2,65,ARCACHON,23,20,1 - SEGMENT P
ZZ92PA225619,2,65,ARCACHON,100,104,1 - SEGMENT P
ZZ164212845,2,65,ARCACHON,52,52,1 - SEGMENT P
ZZ175626356,2,65,ARCACHON,27,26,1 - SEGMENT P
ZZ700620130,2,65,ARCACHON,25,26,1 - SEGMENT P
ZZ700620160,2,65,ARCACHON,30,18,1 - SEGMENT P
ZZ700619290,2,65,ARCACHON,38,40,1 - SEGMENT P
ZZ92PA225614,2,65,ARCACHON,96,64,1 - SEGMENT P
ZZ700620120,2,65,ARCACHON,18,23,1 - SEGMENT P
ZZ700620170,2,65,ARCACHON,9,12,1 - SEGMENT P
ZZ97AA013268,2,65,ARCACHON,48,51,1 - SEGMENT P
ZZ700620180,2,65,ARCACHON,61,55,1 - SEGMENT P
ZZ90PA205170,2,65,ARCACHON,89,96,1 - SEGMENT P
ZZ88BA747981,2,65,ARCACHON,18,13,1 - SEGMENT P
2001AA653041,2,65,ARCACHON,17,12,1 - SEGMENT P
ZZ91PA276526,2,65,ARCACHON,68,28,1 - SEGMENT P
ZZ88BE061776,2,66,ARCACHON,0,96,1 - SEGMENT P
ZZ91PA276642,2,66,ARCACHON,4,6,1 - SEGMENT P
ZZ78053223,2,66,ARCACHON,19,7,1 - SEGMENT P
ZZ78053225,2,66,ARCACHON,24,24,1 - SEGMENT P
ZZ82127325,2,66,ARCACHON,86,69,1 - SEGMENT P
ZZ90BA010827,2,66,ARCACHON,38,49,1 - SEGMENT P
ZZ175626378,2,66,ARCACHON,42,46,1 - SEGMENT P
ZZ88090817,2,66,ARCACHON,36,44,1 - SEGMENT P
ZZ83056088,2,66,ARCACHON,8,12,1 - SEGMENT P
ZZ75575322,2,66,ARCACHON,25,11,1 - SEGMENT P
ZZ175626349,2,66,ARCACHON,43,45,1 - SEGMENT P
ZZ96274776,2,66,ARCACHON,11,10,1 - SEGMENT P
ZZ175626346,2,66,ARCACHON,70,90,1 - SEGMENT P
ZZ175626379,2,66,ARCACHON,25,14,1 - SEGMENT P
ZZ730006550,2,67,ARCACHON,38,82,1 - SEGMENT P
ZZ93PB001764,2,67,ARCACHON,148,104,1 - SEGMENT P
ZZ725195630,2,67,ARCACHON,116,108,1 - SEGMENT P
ZZ94228049,2,67,ARCACHON,117,137,1 - SEGMENT P
ZZ88059729,2,67,ARCACHON,70,61,1 - SEGMENT P
ZZ8131783,2,67,ARCACHON,35,35,1 - SEGMENT P
ZZ88BA090844,2,67,ARCACHON,26,50,1 - SEGMENT P
03AB569557,2,67,ARCACHON,65,67,1 - SEGMENT P
ZZ83056033,2,67,ARCACHON,36,37,1 - SEGMENT P
ZZ88BA059730,2,67,ARCACHON,147,138,1 - SEGMENT P
2000AA203109,2,67,ARCACHON,74,76,1 - SEGMENT P
ZZ95PA434274,2,67,ARCACHON,31,30,1 - SEGMENT P
ZZ97013235,2,67,ARCACHON,56,101,1 - SEGMENT P
2001AA653031,2,67,ARCACHON,94,85,1 - SEGMENT P
ZZ88BA090818,2,67,ARCACHON,5,10,1 - SEGMENT P
ZZ83128204,2,67,ARCACHON,64,64,1 - SEGMENT P
ZZ88BA087285,2,67,ARCACHON,21,34,1 - SEGMENT P
ZZ88BA055978,2,67,ARCACHON,23,34,1 - SEGMENT P
ZZ79080185,2,67,ARCACHON,12,11,1 - SEGMENT P
2000AA208649,2,67,ARCACHON,21,15,1 - SEGMENT P
ZZ87263559,2,67,ARCACHON,42,59,1 - SEGMENT P
ZZ87221187,2,67,ARCACHON,2,1,1 - SEGMENT P
ZZ82019511,2,67,ARCACHON,5,7,1 - SEGMENT P
ZZ746179120,2,67,ARCACHON,32,34,1 - SEGMENT P
F06XA612024,2,67,ARCACHON,78,60,1 - SEGMENT P
ZZ97214306,2,67,ARCACHON,39,35,1 - SEGMENT P
ZZ77549016,2,67,ARCACHON,20,13,1 - SEGMENT P
ZZ164210395,2,67,ARCACHON,0,0,1 - SEGMENT P
ZZ746179000,2,67,ARCACHON,17,15,1 - SEGMENT P
ZZ93208524,2,67,ARCACHON,9,11,1 - SEGMENT P
ZZ746179010,2,67,ARCACHON,18,7,1 - SEGMENT P
ZZ82127199,2,67,ARCACHON,20,40,1 - SEGMENT P
ZZ8528942,2,67,ARCACHON,72,73,1 - SEGMENT P
ZZ746179050,2,67,ARCACHON,44,39,1 - SEGMENT P
ZZ78073764,2,67,ARCACHON,35,36,1 - SEGMENT P
ZZ80037593,2,67,ARCACHON,50,24,1 - SEGMENT P
ZZ92PA225509,2,67,ARCACHON,25,39,1 - SEGMENT P
ZZ8709153,2,67,ARCACHON,95,182,1 - SEGMENT P
ZZ88BA066698,2,67,ARCACHON,90,56,1 - SEGMENT P
ZZ92266127,2,67,ARCACHON,0,40,1 - SEGMENT P
ZZ749210610,2,67,ARCACHON,44,40,1 - SEGMENT P
ZZ8004404,2,67,ARCACHON,128,104,1 - SEGMENT P
ZZ96504787,2,67,ARCACHON,144,149,1 - SEGMENT P
99AA043295,2,67,ARCACHON,39,58,1 - SEGMENT P
ZZ91PA249968,2,67,ARCACHON,83,54,1 - SEGMENT P
ZZ90BD004734,2,67,ARCACHON,57,26,1 - SEGMENT P
ZZ83128257,2,67,ARCACHON,67,62,1 - SEGMENT P
ZZ756240530,2,67,ARCACHON,71,98,1 - SEGMENT P
ZZ83604676,2,67,ARCACHON,73,123,1 - SEGMENT P
ZZ8705704,2,67,ARCACHON,71,54,1 - SEGMENT P
2001AA653049,2,67,ARCACHON,75,112,1 - SEGMENT P
ZZ885062870,2,67,ARCACHON,22,20,1 - SEGMENT P
ZZ79010921,2,67,ARCACHON,34,24,1 - SEGMENT P
99AA031521,2,67,ARCACHON,66,83,1 - SEGMENT P
ZZ88274368,2,67,ARCACHON,44,46,1 - SEGMENT P
ZZ78053266,2,67,ARCACHON,33,31,1 - SEGMENT P
ZZ735161960,2,67,ARCACHON,118,177,1 - SEGMENT P
ZZ87263512,2,67,ARCACHON,75,64,1 - SEGMENT P
ZZ745618500,2,67,ARCACHON,100,120,1 - SEGMENT P
ZZ78053127,2,67,ARCACHON,89,109,1 - SEGMENT P
ZZ8705716,2,67,ARCACHON,33,48,1 - SEGMENT P
ZZ845269090,2,68,ARCACHON,75,83,1 - SEGMENT P
ZZ80024685,2,68,ARCACHON,28,36,1 - SEGMENT P
ZZ8705777,2,68,ARCACHON,100,103,1 - SEGMENT P
ZZ88BA078900,2,68,ARCACHON,41,27,1 - SEGMENT P
ZZ86215950,2,68,ARCACHON,61,96,1 - SEGMENT P
02AA376123,2,68,ARCACHON,40,81,1 - SEGMENT P
ZZ96022522,2,68,ARCACHON,17,27,1 - SEGMENT P
ZZ95002713,2,68,ARCACHON,2,3,1 - SEGMENT P
ZZ96022524,2,68,ARCACHON,26,240,1 - SEGMENT P
ZZ96022523,2,68,ARCACHON,20,11,1 - SEGMENT P
ZZ96022521,2,68,ARCACHON,39,31,1 - SEGMENT P
ZZ845269358,2,68,ARCACHON,63,54,1 - SEGMENT P
ZZ88BA055979,2,68,ARCACHON,42,41,1 - SEGMENT P
ZZ745398730,2,68,ARCACHON,103,113,1 - SEGMENT P
ZZ82019223,2,68,ARCACHON,140,134,1 - SEGMENT P
ZZ97013233,2,68,ARCACHON,45,40,1 - SEGMENT P
ZZ93PA219503,2,68,ARCACHON,2,10,1 - SEGMENT P
99AA043297,2,68,ARCACHON,25,39,1 - SEGMENT P
ZZ88BA081631,2,68,ARCACHON,28,72,1 - SEGMENT P
ZZ86069192,2,68,ARCACHON,40,118,1 - SEGMENT P
ZZ95403681,2,68,ARCACHON,18,18,1 - SEGMENT P
ZZ83128203,2,68,ARCACHON,11,8,1 - SEGMENT P
ZZ90002629,2,68,ARCACHON,109,99,1 - SEGMENT P
ZZ95353068,2,68,ARCACHON,56,58,1 - SEGMENT P
F06XA622429,2,68,ARCACHON,64,56,1 - SEGMENT P
03AB705203,2,68,ARCACHON,76,93,1 - SEGMENT P
99AA043293,2,68,ARCACHON,13,24,1 - SEGMENT P
ZZ92225440,2,68,ARCACHON,148,14,1 - SEGMENT P
ZZ88BA066695,2,68,ARCACHON,124,143,1 - SEGMENT P
02AA178109,2,68,ARCACHON,60,53,1 - SEGMENT P
ZZ88BA081632,2,68,ARCACHON,145,121,1 - SEGMENT P
ZZ82020328,2,68,ARCACHON,83,64,1 - SEGMENT P
2000263678,2,68,ARCACHON,143,172,1 - SEGMENT P
F06XA224574,2,68,ARCACHON,77,60,1 - SEGMENT P
ZZ73000656,2,68,ARCACHON,55,41,1 - SEGMENT P
ZZ730001630,2,68,ARCACHON,108,95,1 - SEGMENT P
ZZ88BA090830,2,68,ARCACHON,71,81,1 - SEGMENT P
03AA555689,2,68,ARCACHON,118,108,1 - SEGMENT P
ZZ92PA293579,2,68,ARCACHON,131,151,1 - SEGMENT P
ZZ83128270,2,68,ARCACHON,71,71,1 - SEGMENT P
ZZ88BA066693,2,68,ARCACHON,134,104,1 - SEGMENT P
ZZ88003706,2,68,ARCACHON,147,245,1 - SEGMENT P
ZZ87149974,2,68,ARCACHON,29,36,1 - SEGMENT P
2000152257,2,68,ARCACHON,71,64,1 - SEGMENT P
04XA304771,3,68,LA TESTE,48,90,1 - SEGMENT P
ZZ78003665,2,69,ARCACHON,75,73,1 - SEGMENT P
98042076,2,69,ARCACHON,26,29,1 - SEGMENT P
ZZ88BA066674,2,69,ARCACHON,13,12,1 - SEGMENT P
ZZ91276569,2,69,ARCACHON,81,81,1 - SEGMENT P
ZZ88BB010772,2,69,ARCACHON,49,58,1 - SEGMENT P
ZZ89BA068556,2,69,ARCACHON,100,306,1 - SEGMENT P
99AA213776,2,69,ARCACHON,83,24,1 - SEGMENT P
ZZ80004354,2,69,ARCACHON,59,62,1 - SEGMENT P
ZZ88BA010530,2,69,ARCACHON,58,23,1 - SEGMENT P
