NUM_CPT,CODE_COMMUNE,CODE_SECTEUR,VILLE,CONSO_1,CONSO_0,PROFIL 
ZZ91PA215959,3,40,LA TESTE,62,64,1 - SEGMENT P
ZZ88BA748073,3,40,LA TESTE,92,99,1 - SEGMENT P
ZZ90PA223894,3,40,LA TESTE,13,12,1 - SEGMENT P
ZZ91PA250020,3,40,LA TESTE,110,133,1 - SEGMENT P
99AA074924,3,40,LA TESTE,95,43,1 - SEGMENT P
ZZ91PA217651,3,40,LA TESTE,124,110,1 - SEGMENT P
ZZ89BA052140,3,40,LA TESTE,108,124,1 - SEGMENT P
ZZ91PA217681,3,40,LA TESTE,76,76,1 - SEGMENT P
ZZ96250891,3,40,LA TESTE,115,124,1 - SEGMENT P
ZZ91331319,3,40,LA TESTE,9,8,1 - SEGMENT P
ZZ97AA013205,3,40,LA TESTE,146,139,1 - SEGMENT P
ZZ91PA308326,3,40,LA TESTE,34,114,1 - SEGMENT P
ZZ88BB748096,3,40,LA TESTE,83,80,1 - SEGMENT P
ZZ90232903,3,40,LA TESTE,15,18,1 - SEGMENT P
04XA302409,3,40,LA TESTE,77,80,1 - SEGMENT P
ZZ90003749,3,40,LA TESTE,7,7,1 - SEGMENT P
ZZ90PA223954,3,40,LA TESTE,63,58,1 - SEGMENT P
ZZ94228016,3,40,LA TESTE,26,28,1 - SEGMENT P
ZZ90PA223812,3,40,LA TESTE,103,106,1 - SEGMENT P
94281877,3,40,LA TESTE,86,72,1 - SEGMENT P
ZZ91115045,3,40,LA TESTE,115,108,1 - SEGMENT P
ZZ97013315,3,40,LA TESTE,71,65,1 - SEGMENT P
ZZ96PA504839,3,40,LA TESTE,19,2,1 - SEGMENT P
ZZ96PA504826,3,40,LA TESTE,61,72,1 - SEGMENT P
ZZ96PA250900,3,40,LA TESTE,107,100,1 - SEGMENT P
ZZ97040377,3,40,LA TESTE,112,124,1 - SEGMENT P
ZZ98AA022168,3,40,LA TESTE,18,17,1 - SEGMENT P
ZZ97AA214325,3,40,LA TESTE,117,96,1 - SEGMENT P
ZZ96PA873458,3,40,LA TESTE,99,86,1 - SEGMENT P
ZZ97125161,3,40,LA TESTE,114,94,1 - SEGMENT P
03AA700650,3,41,LA TESTE,130,130,1 - SEGMENT P
04XA658877,3,41,LA TESTE,99,104,1 - SEGMENT P
ZZ95330812,3,41,LA TESTE,121,110,1 - SEGMENT P
ZZ700003370,3,41,LA TESTE,42,40,1 - SEGMENT P
ZZ96265717,3,41,LA TESTE,71,59,1 - SEGMENT P
ZZ88BA748099,3,41,LA TESTE,85,82,1 - SEGMENT P
ZZ95PA455672,3,41,LA TESTE,16,24,1 - SEGMENT P
ZZ95PA390035,3,41,LA TESTE,40,74,1 - SEGMENT P
ZZ96274755,3,41,LA TESTE,139,115,1 - SEGMENT P
ZZ95PA330773,3,41,LA TESTE,18,12,1 - SEGMENT P
ZZ96PA265685,3,41,LA TESTE,57,61,1 - SEGMENT P
03AA700690,3,41,LA TESTE,112,216,1 - SEGMENT P
ZZ87263568,3,41,LA TESTE,35,67,1 - SEGMENT P
ZZ97125133,3,41,LA TESTE,145,124,1 - SEGMENT P
03AA700651,3,41,LA TESTE,144,132,1 - SEGMENT P
05XA226754,3,41,LA TESTE,8,17,1 - SEGMENT P
ZZ73363,3,41,LA TESTE,19,10,1 - SEGMENT P
ZZ76696473,3,41,LA TESTE,65,71,1 - SEGMENT P
ZZ88BA087015,3,41,LA TESTE,101,87,1 - SEGMENT P
ZZ96PA873368,3,41,LA TESTE,110,116,1 - SEGMENT P
ZZ80031432,3,41,LA TESTE,104,85,1 - SEGMENT P
ZZ174429516,3,41,LA TESTE,38,42,1 - SEGMENT P
ZZ88BA087016,3,41,LA TESTE,64,68,1 - SEGMENT P
ZZ792027350,3,41,LA TESTE,70,70,1 - SEGMENT P
ZZ82017304,3,41,LA TESTE,45,56,1 - SEGMENT P
ZZ97205319,3,41,LA TESTE,87,165,1 - SEGMENT P
ZZ83128307,3,41,LA TESTE,70,90,1 - SEGMENT P
ZZ95330716,3,41,LA TESTE,80,76,1 - SEGMENT P
ZZ83128147,3,41,LA TESTE,85,90,1 - SEGMENT P
03AA842759,3,41,LA TESTE,71,59,1 - SEGMENT P
ZZ78050790,3,41,LA TESTE,53,60,1 - SEGMENT P
ZZ93PA266381,3,41,LA TESTE,68,74,1 - SEGMENT P
ZZ88BA668460,3,41,LA TESTE,112,120,1 - SEGMENT P
2001AA652689,3,41,LA TESTE,74,63,1 - SEGMENT P
ZZ91PA276636,3,41,LA TESTE,62,42,1 - SEGMENT P
ZZ87179484,3,41,LA TESTE,76,42,1 - SEGMENT P
ZZ89BA068621,3,41,LA TESTE,27,30,1 - SEGMENT P
ZZ792027112,3,41,LA TESTE,25,15,1 - SEGMENT P
ZZ97AA125137,3,41,LA TESTE,38,29,1 - SEGMENT P
ZZ77856773,3,41,LA TESTE,118,114,1 - SEGMENT P
04XA329153,3,41,LA TESTE,92,108,1 - SEGMENT P
ZZ752096950,3,41,LA TESTE,43,44,1 - SEGMENT P
03AA777466,3,41,LA TESTE,78,96,1 - SEGMENT P
ZZ88BA747903,3,41,LA TESTE,73,67,1 - SEGMENT P
ZZ88BA777097,3,41,LA TESTE,43,48,1 - SEGMENT P
ZZ96PA504861,3,41,LA TESTE,103,118,1 - SEGMENT P
98AA022174,3,41,LA TESTE,131,136,1 - SEGMENT P
ZZ97040341,3,41,LA TESTE,96,93,1 - SEGMENT P
ZZ88BA057017,3,41,LA TESTE,113,183,1 - SEGMENT P
05XA612927,3,41,LA TESTE,93,91,1 - SEGMENT P
ZZ8000940,3,41,LA TESTE,19,11,1 - SEGMENT P
ZZ91PA331327,3,41,LA TESTE,129,107,1 - SEGMENT P
03AA842799,3,41,LA TESTE,130,89,1 - SEGMENT P
ZZ730050820,3,41,LA TESTE,58,52,1 - SEGMENT P
03XA653453,3,41,LA TESTE,113,126,1 - SEGMENT P
02AA522768,3,41,LA TESTE,43,38,1 - SEGMENT P
ZZ95AA001330,3,41,LA TESTE,81,96,1 - SEGMENT P
ZZ72542449,3,41,LA TESTE,15,9,1 - SEGMENT P
03AA842764,3,41,LA TESTE,47,39,1 - SEGMENT P
ZZ740002980,3,41,LA TESTE,93,123,1 - SEGMENT P
ZZ77856779,3,41,LA TESTE,40,40,1 - SEGMENT P
ZZ9669600,3,41,LA TESTE,101,97,1 - SEGMENT P
F06XA612188,3,41,LA TESTE,40,34,1 - SEGMENT P
ZZ88BA747905,3,41,LA TESTE,50,48,1 - SEGMENT P
02AA516590,3,41,LA TESTE,100,121,1 - SEGMENT P
05XA632803,3,41,LA TESTE,91,58,1 - SEGMENT P
03AA582075,3,41,LA TESTE,82,84,1 - SEGMENT P
ZX88BA077460,3,41,LA TESTE,32,20,1 - SEGMENT P
ZZ91PA216245,3,41,LA TESTE,94,70,1 - SEGMENT P
02AA210987,3,41,LA TESTE,122,129,1 - SEGMENT P
ZZ87BA241211,3,41,LA TESTE,125,122,1 - SEGMENT P
03AA842768,3,41,LA TESTE,140,147,1 - SEGMENT P
ZZ84072836,3,41,LA TESTE,43,37,1 - SEGMENT P
ZZ88BA081609,3,41,LA TESTE,90,129,1 - SEGMENT P
ZZ84338398,3,41,LA TESTE,114,97,1 - SEGMENT P
02AA233196,3,41,LA TESTE,84,91,1 - SEGMENT P
ZZ97013203,3,41,LA TESTE,41,40,1 - SEGMENT P
02AA516224,3,41,LA TESTE,135,152,1 - SEGMENT P
ZZ88BA081570,3,41,LA TESTE,60,65,1 - SEGMENT P
ZZ88BA078875,3,41,LA TESTE,99,106,1 - SEGMENT P
ZZ88BA081575,3,41,LA TESTE,103,100,1 - SEGMENT P
ZZ88BA081574,3,41,LA TESTE,33,25,1 - SEGMENT P
ZZ88BA081573,3,41,LA TESTE,74,104,1 - SEGMENT P
ZZ88BA081568,3,41,LA TESTE,58,65,1 - SEGMENT P
ZZ88BA081569,3,41,LA TESTE,69,80,1 - SEGMENT P
F06XA601265,3,41,LA TESTE,50,49,1 - SEGMENT P
ZZ88BA081565,3,41,LA TESTE,107,84,1 - SEGMENT P
ZZ88BA081567,3,41,LA TESTE,116,104,1 - SEGMENT P
F06XA201269,3,41,LA TESTE,71,102,1 - SEGMENT P
ZZ91PA215895,3,41,LA TESTE,92,93,1 - SEGMENT P
ZZ89BA090426,3,41,LA TESTE,71,70,1 - SEGMENT P
ZZ88BA748046,3,41,LA TESTE,37,33,1 - SEGMENT P
ZZ91PA295670,3,41,LA TESTE,70,70,1 - SEGMENT P
ZZ88BA692795,3,41,LA TESTE,105,92,1 - SEGMENT P
ZZ87149841,3,41,LA TESTE,102,80,1 - SEGMENT P
04XA671076,3,41,LA TESTE,100,100,1 - SEGMENT P
03AA825685,3,41,LA TESTE,87,91,1 - SEGMENT P
ZZ89082490,3,41,LA TESTE,62,64,1 - SEGMENT P
ZZ90PA205180,3,41,LA TESTE,60,60,1 - SEGMENT P
ZZ88BA747799,3,41,LA TESTE,129,144,1 - SEGMENT P
ZZ746178640,3,42,LA TESTE,95,80,1 - SEGMENT P
ZZ77856778,3,42,LA TESTE,118,142,1 - SEGMENT P
ZZ86083452,3,42,LA TESTE,48,51,1 - SEGMENT P
F06XA201255,3,42,LA TESTE,62,63,1 - SEGMENT P
ZZ746178480,3,42,LA TESTE,65,67,1 - SEGMENT P
ZZ88BA747904,3,42,LA TESTE,38,36,1 - SEGMENT P
ZZ78050795,3,42,LA TESTE,101,148,1 - SEGMENT P
03AA573510,3,42,LA TESTE,63,50,1 - SEGMENT P
ZZ94228007,3,42,LA TESTE,91,143,1 - SEGMENT P
F06XA248688,3,42,LA TESTE,58,49,1 - SEGMENT P
ZZ86145960,3,42,LA TESTE,49,49,1 - SEGMENT P
ZZ91PA217699,3,42,LA TESTE,37,41,1 - SEGMENT P
ZZ88BA749076,3,42,LA TESTE,47,50,1 - SEGMENT P
ZZ700621550,3,42,LA TESTE,71,75,1 - SEGMENT P
ZZ97AA013210,3,42,LA TESTE,50,58,1 - SEGMENT P
ZZ80012289,3,42,LA TESTE,72,77,1 - SEGMENT P
ZZ87BA241221,3,42,LA TESTE,133,136,1 - SEGMENT P
ZZ80127185,3,42,LA TESTE,105,140,1 - SEGMENT P
03AA430291,3,42,LA TESTE,104,80,1 - SEGMENT P
03AA430296,3,42,LA TESTE,123,147,1 - SEGMENT P
03AA825736,3,42,LA TESTE,127,147,1 - SEGMENT P
ZZ83056083,3,42,LA TESTE,52,55,1 - SEGMENT P
2000AA208680,3,42,LA TESTE,23,5,1 - SEGMENT P
ZZ91217683,3,42,LA TESTE,77,96,1 - SEGMENT P
ZZ90BA010842,3,42,LA TESTE,99,41,1 - SEGMENT P
ZZ91PA217809,3,42,LA TESTE,70,82,1 - SEGMENT P
ZZ96274704,3,42,LA TESTE,13,14,1 - SEGMENT P
03AA538393,3,42,LA TESTE,51,53,1 - SEGMENT P
03AA777468,3,42,LA TESTE,86,80,1 - SEGMENT P
ZZ90BA010843,3,42,LA TESTE,43,40,1 - SEGMENT P
ZZ88BA010661,3,42,LA TESTE,103,75,1 - SEGMENT P
98AA022094,3,42,LA TESTE,36,30,1 - SEGMENT P
03AA582062,3,42,LA TESTE,90,94,1 - SEGMENT P
ZZ746179890,3,42,LA TESTE,68,78,1 - SEGMENT P
ZZ746179870,3,42,LA TESTE,59,55,1 - SEGMENT P
ZZ96265716,3,42,LA TESTE,61,92,1 - SEGMENT P
03AA842805,3,42,LA TESTE,83,78,1 - SEGMENT P
F06XA201258,3,42,LA TESTE,124,152,1 - SEGMENT P
ZZ746179810,3,42,LA TESTE,125,110,1 - SEGMENT P
F06XA201256,3,42,LA TESTE,116,84,1 - SEGMENT P
ZZ174429044,3,42,LA TESTE,80,69,1 - SEGMENT P
ZZ92293596,3,42,LA TESTE,108,94,1 - SEGMENT P
02GA387191,3,42,LA TESTE,95,90,1 - SEGMENT P
ZZ96500320,3,42,LA TESTE,70,82,1 - SEGMENT P
03AA825686,3,42,LA TESTE,98,117,1 - SEGMENT P
03AA555640,3,42,LA TESTE,38,60,1 - SEGMENT P
ZZ89BA082425,3,42,LA TESTE,93,89,1 - SEGMENT P
03AA538396,3,42,LA TESTE,69,105,1 - SEGMENT P
99AA049097,3,42,LA TESTE,78,88,1 - SEGMENT P
ZZ752805660,3,42,LA TESTE,66,62,1 - SEGMENT P
ZZ88BA777075,3,42,LA TESTE,59,46,1 - SEGMENT P
ZZ87262276,3,42,LA TESTE,50,82,1 - SEGMENT P
99AA049096,3,42,LA TESTE,36,62,1 - SEGMENT P
99AA177340,3,42,LA TESTE,72,72,1 - SEGMENT P
ZZ746179700,3,42,LA TESTE,54,52,1 - SEGMENT P
ZZ88BA027245,3,42,LA TESTE,89,94,1 - SEGMENT P
03AA842804,3,42,LA TESTE,115,119,1 - SEGMENT P
ZZ92PA225499,3,42,LA TESTE,78,78,1 - SEGMENT P
ZZ746179730,3,42,LA TESTE,41,43,1 - SEGMENT P
ZZ95455665,3,42,LA TESTE,135,143,1 - SEGMENT P
02AA522764,3,42,LA TESTE,127,127,1 - SEGMENT P
ZZ96500319,3,42,LA TESTE,79,93,1 - SEGMENT P
04XA693332,3,42,LA TESTE,99,138,1 - SEGMENT P
04XA668232,3,42,LA TESTE,84,80,1 - SEGMENT P
F06XA202519,3,42,LA TESTE,125,135,1 - SEGMENT P
F06XA602916,3,42,LA TESTE,68,95,1 - SEGMENT P
F06XA202521,3,42,LA TESTE,91,95,1 - SEGMENT P
ZZ792027192,3,42,LA TESTE,93,97,1 - SEGMENT P
03AA845211,3,42,LA TESTE,63,75,1 - SEGMENT P
ZZ92PA294132,3,42,LA TESTE,130,134,1 - SEGMENT P
ZZ91115048,3,42,LA TESTE,43,51,1 - SEGMENT P
ZZ93PA348690,3,42,LA TESTE,98,95,1 - SEGMENT P
03AA573583,3,42,LA TESTE,65,71,1 - SEGMENT P
ZZ792002697,3,42,LA TESTE,33,33,1 - SEGMENT P
F06XA224530,3,42,LA TESTE,97,56,1 - SEGMENT P
ZZ93PA219542,3,42,LA TESTE,101,95,1 - SEGMENT P
F06XA202585,3,42,LA TESTE,65,46,1 - SEGMENT P
F06XA602851,3,42,LA TESTE,47,44,1 - SEGMENT P
F06XA202522,3,42,LA TESTE,9,13,1 - SEGMENT P
ZZ93266383,3,43,LA TESTE,129,108,1 - SEGMENT P
ZZ93PA266365,3,43,LA TESTE,93,97,1 - SEGMENT P
05XA260351,3,43,LA TESTE,109,227,1 - SEGMENT P
ZZ93PB001802,3,43,LA TESTE,145,138,1 - SEGMENT P
ZZ93290529,3,43,LA TESTE,89,113,1 - SEGMENT P
ZZ78050718,3,43,LA TESTE,57,59,1 - SEGMENT P
ZZ88BB003639,3,43,LA TESTE,50,48,1 - SEGMENT P
ZZ77524957,3,43,LA TESTE,68,78,1 - SEGMENT P
ZZ93PA266271,3,43,LA TESTE,104,113,1 - SEGMENT P
03AA825735,3,43,LA TESTE,71,75,1 - SEGMENT P
ZZ96AA275774,3,43,LA TESTE,82,85,1 - SEGMENT P
03AA845218,3,43,LA TESTE,136,152,1 - SEGMENT P
ZZ93PA290527,3,43,LA TESTE,105,93,1 - SEGMENT P
ZZ77524829,3,43,LA TESTE,57,54,1 - SEGMENT P
05AA050748,3,43,LA TESTE,126,110,1 - SEGMENT P
ZZ95434270,3,43,LA TESTE,115,148,1 - SEGMENT P
03AA700694,3,43,LA TESTE,130,131,1 - SEGMENT P
F06XA602881,3,43,LA TESTE,111,110,1 - SEGMENT P
ZZ93PA219467,3,44,LA TESTE,1,1,1 - SEGMENT P
ZZ84029485,3,44,LA TESTE,104,90,1 - SEGMENT P
ZZ96504796,3,44,LA TESTE,50,28,1 - SEGMENT P
ZZ93290526,3,44,LA TESTE,53,46,1 - SEGMENT P
ZZ74537344,3,44,LA TESTE,1,1,1 - SEGMENT P
ZZ870916530,3,44,LA TESTE,127,116,1 - SEGMENT P
AA018107,3,44,LA TESTE,125,81,1 - SEGMENT P
03AA555675,3,44,LA TESTE,110,95,1 - SEGMENT P
ZZ777652930,3,44,LA TESTE,1,3,1 - SEGMENT P
ZZ95016449,3,44,LA TESTE,53,28,1 - SEGMENT P
F06XA612194,3,44,LA TESTE,69,62,1 - SEGMENT P
ZZ82127231,3,44,LA TESTE,61,64,1 - SEGMENT P
ZZ90264671,3,44,LA TESTE,34,38,1 - SEGMENT P
ZZ96AA260501,3,44,LA TESTE,13,5,1 - SEGMENT P
ZZ87504036,3,44,LA TESTE,7,22,1 - SEGMENT P
ZZ79080074,3,44,LA TESTE,40,38,1 - SEGMENT P
ZZ95PA300120,3,44,LA TESTE,56,56,1 - SEGMENT P
ZZ74537349,3,44,LA TESTE,72,86,1 - SEGMENT P
05XA264315,3,44,LA TESTE,19,5,1 - SEGMENT P
ZZ95PA455644,3,44,LA TESTE,93,79,1 - SEGMENT P
ZZ95300122,3,44,LA TESTE,77,123,1 - SEGMENT P
ZZ726037900,3,44,LA TESTE,0,0,1 - SEGMENT P
ZZ91PA215980,3,44,LA TESTE,52,58,1 - SEGMENT P
05XA263517,3,44,LA TESTE,68,71,1 - SEGMENT P
ZZ92PA247924,3,44,LA TESTE,40,30,1 - SEGMENT P
ZZ88BA749073,3,44,LA TESTE,41,45,1 - SEGMENT P
ZZ91331386,3,44,LA TESTE,81,60,1 - SEGMENT P
AA018103,3,44,LA TESTE,11,12,1 - SEGMENT P
04XA658818,3,44,LA TESTE,70,62,1 - SEGMENT P
05XA630125,3,44,LA TESTE,76,67,1 - SEGMENT P
ZZ95353022,3,44,LA TESTE,147,126,1 - SEGMENT P
ZZ87149759,3,44,LA TESTE,58,44,1 - SEGMENT P
AA018146,3,44,LA TESTE,93,87,1 - SEGMENT P
ZZ83076714,3,44,LA TESTE,83,97,1 - SEGMENT P
ZZ85219427,3,44,LA TESTE,94,89,1 - SEGMENT P
02AA267739,3,44,LA TESTE,8,8,1 - SEGMENT P
ZZ87149952,3,44,LA TESTE,9,7,1 - SEGMENT P
ZZ90BA010899,3,44,LA TESTE,137,128,1 - SEGMENT P
AA018110,3,44,LA TESTE,71,70,1 - SEGMENT P
ZZ756245340,3,44,LA TESTE,41,55,1 - SEGMENT P
ZZ8000519,3,44,LA TESTE,46,49,1 - SEGMENT P
ZZ247815,3,44,LA TESTE,40,142,1 - SEGMENT P
ZZ88081625,3,44,LA TESTE,122,128,1 - SEGMENT P
ZZ96500308,3,44,LA TESTE,133,104,1 - SEGMENT P
ZZ83017191,3,44,LA TESTE,17,15,1 - SEGMENT P
02AA468322,3,44,LA TESTE,121,118,1 - SEGMENT P
ZZ800387522,3,44,LA TESTE,44,46,1 - SEGMENT P
ZZ88BA077525,3,44,LA TESTE,24,27,1 - SEGMENT P
ZZ88BA749074,3,44,LA TESTE,26,25,1 - SEGMENT P
ZZ96AA265663,3,44,LA TESTE,105,70,1 - SEGMENT P
03AA582084,3,44,LA TESTE,143,133,1 - SEGMENT P
03AB781408,3,44,LA TESTE,43,119,1 - SEGMENT P
ZZ88BA081577,3,44,LA TESTE,46,44,1 - SEGMENT P
AA026539,3,44,LA TESTE,96,91,1 - SEGMENT P
03AA914455,3,44,LA TESTE,81,119,1 - SEGMENT P
ZZ8669604,3,45,LA TESTE,59,53,1 - SEGMENT P
2000AA202199,3,45,LA TESTE,140,133,1 - SEGMENT P
ZZ88BA668490,3,45,LA TESTE,20,21,1 - SEGMENT P
04XA649286,3,45,LA TESTE,84,102,1 - SEGMENT P
ZZ93290668,3,45,LA TESTE,12,37,1 - SEGMENT P
03AA825731,3,45,LA TESTE,73,75,1 - SEGMENT P
ZZ752808700,3,45,LA TESTE,117,84,1 - SEGMENT P
2000AA202198,3,45,LA TESTE,91,112,1 - SEGMENT P
04XA314726,3,45,LA TESTE,90,55,1 - SEGMENT P
ZZ96265707,3,45,LA TESTE,87,100,1 - SEGMENT P
01AA109180,3,45,LA TESTE,125,110,1 - SEGMENT P
ZZ93266262,3,45,LA TESTE,104,69,1 - SEGMENT P
03AA607650,3,45,LA TESTE,127,108,1 - SEGMENT P
ZZ90PA293662,3,45,LA TESTE,63,65,1 - SEGMENT P
ZZ83076681,3,45,LA TESTE,70,63,1 - SEGMENT P
ZZ92PA225497,3,45,LA TESTE,71,65,1 - SEGMENT P
ZZ94228022,3,45,LA TESTE,67,84,1 - SEGMENT P
ZZ97AA013314,3,45,LA TESTE,42,44,1 - SEGMENT P
ZZ91PA215951,3,45,LA TESTE,17,17,1 - SEGMENT P
ZZ745618630,3,45,LA TESTE,103,78,1 - SEGMENT P
ZZ748972010,3,45,LA TESTE,105,121,1 - SEGMENT P
03AA825733,3,45,LA TESTE,96,102,1 - SEGMENT P
ZZ90PA232922,3,45,LA TESTE,83,103,1 - SEGMENT P
ZZ87BA241237,3,45,LA TESTE,23,20,1 - SEGMENT P
ZZ88BA081606,3,45,LA TESTE,60,60,1 - SEGMENT P
ZZ88BA777053,3,45,LA TESTE,41,27,1 - SEGMENT P
ZZ129387,3,45,LA TESTE,33,28,1 - SEGMENT P
ZZ94015156,3,45,LA TESTE,117,125,1 - SEGMENT P
05AA050754,3,45,LA TESTE,148,134,1 - SEGMENT P
ZZ88BA077567,3,45,LA TESTE,91,91,1 - SEGMENT P
ZZ87BA241236,3,45,LA TESTE,91,87,1 - SEGMENT P
ZZ90BA010798,3,45,LA TESTE,81,75,1 - SEGMENT P
ZZ96275879,3,45,LA TESTE,24,27,1 - SEGMENT P
05XA264318,3,45,LA TESTE,70,73,1 - SEGMENT P
05XA263515,3,45,LA TESTE,128,173,1 - SEGMENT P
05XA260399,3,45,LA TESTE,110,136,1 - SEGMENT P
ZZ88BA078895,3,45,LA TESTE,31,27,1 - SEGMENT P
05XA260350,3,45,LA TESTE,77,103,1 - SEGMENT P
ZZ87232922,3,45,LA TESTE,64,49,1 - SEGMENT P
ZZ94228003,3,45,LA TESTE,120,54,1 - SEGMENT P
ZZ88BA749075,3,45,LA TESTE,61,31,1 - SEGMENT P
ZZ95434281,3,45,LA TESTE,28,21,1 - SEGMENT P
ZZ82057930,3,45,LA TESTE,67,62,1 - SEGMENT P
ZZ88668454,3,45,LA TESTE,59,34,1 - SEGMENT P
ZZ745799500,3,45,LA TESTE,15,15,1 - SEGMENT P
05XA632713,3,45,LA TESTE,115,105,1 - SEGMENT P
ZZ76696299,3,45,LA TESTE,47,34,1 - SEGMENT P
ZZ78001599,3,45,LA TESTE,61,72,1 - SEGMENT P
01AB106269,3,45,LA TESTE,9,17,1 - SEGMENT P
ZZ94340748,3,45,LA TESTE,31,14,1 - SEGMENT P
ZZ97161937,3,45,LA TESTE,79,77,1 - SEGMENT P
ZZ92266186,3,45,LA TESTE,106,131,1 - SEGMENT P
ZZ748454220,3,45,LA TESTE,48,48,1 - SEGMENT P
ZZ87263543,3,45,LA TESTE,113,86,1 - SEGMENT P
04XA671117,3,45,LA TESTE,71,110,1 - SEGMENT P
ZZ735443800,3,45,LA TESTE,102,95,1 - SEGMENT P
ZZ88BA078958,3,45,LA TESTE,90,90,1 - SEGMENT P
ZZ82017307,3,45,LA TESTE,102,113,1 - SEGMENT P
04XA302499,3,45,LA TESTE,102,96,1 - SEGMENT P
05AB962845,3,45,LA TESTE,5,0,1 - SEGMENT P
03AB781372,3,45,LA TESTE,57,46,1 - SEGMENT P
ZZ88BB005615,3,45,LA TESTE,128,96,1 - SEGMENT P
05AB962885,3,45,LA TESTE,50,50,1 - SEGMENT P
02AB171564,3,45,LA TESTE,76,52,1 - SEGMENT P
ZZ756241590,3,45,LA TESTE,37,36,1 - SEGMENT P
ZZ93PA290490,3,45,LA TESTE,63,55,1 - SEGMENT P
ZZ77508550,3,45,LA TESTE,115,105,1 - SEGMENT P
F06XA202641,3,45,LA TESTE,84,95,1 - SEGMENT P
ZZ87263562,3,45,LA TESTE,82,142,1 - SEGMENT P
AA018108,3,45,LA TESTE,109,96,1 - SEGMENT P
F06XA201707,3,45,LA TESTE,48,86,1 - SEGMENT P
ZZ87179580,3,45,LA TESTE,117,101,1 - SEGMENT P
ZZ94228001,3,45,LA TESTE,96,99,1 - SEGMENT P
ZZ90205173,3,45,LA TESTE,62,49,1 - SEGMENT P
ZZ89BA090003,3,45,LA TESTE,79,54,1 - SEGMENT P
ZZ93PA208399,3,45,LA TESTE,98,87,1 - SEGMENT P
ZZ91PA276634,3,45,LA TESTE,73,122,1 - SEGMENT P
ZZ80PA127397,3,45,LA TESTE,126,125,1 - SEGMENT P
05AA050751,3,45,LA TESTE,42,49,1 - SEGMENT P
ZZ90BA010796,3,45,LA TESTE,83,87,1 - SEGMENT P
ZZ97AA125152,3,45,LA TESTE,5,5,1 - SEGMENT P
03XA331915,3,45,LA TESTE,83,79,1 - SEGMENT P
ZZ87BA241234,3,46,LA TESTE,55,45,1 - SEGMENT P
ZZ92PA294276,3,46,LA TESTE,0,6,1 - SEGMENT P
ZZ88BA748127,3,46,LA TESTE,65,116,1 - SEGMENT P
ZZ88747286,3,46,LA TESTE,30,32,1 - SEGMENT P
ZZ96260031,3,46,LA TESTE,138,144,1 - SEGMENT P
ZZ94227998,3,46,LA TESTE,13,18,1 - SEGMENT P
ZZ88BA082903,3,46,LA TESTE,77,71,1 - SEGMENT P
04XA671111,3,46,LA TESTE,145,117,1 - SEGMENT P
ZZ76503469,3,46,LA TESTE,63,58,1 - SEGMENT P
ZZ95300110,3,46,LA TESTE,73,67,1 - SEGMENT P
ZZ88668446,3,46,LA TESTE,143,117,1 - SEGMENT P
ZZ78053232,3,46,LA TESTE,60,45,1 - SEGMENT P
ZZ78053231,3,46,LA TESTE,54,33,1 - SEGMENT P
05AA050869,3,46,LA TESTE,26,47,1 - SEGMENT P
ZZ84029493,3,46,LA TESTE,108,109,1 - SEGMENT P
ZZ83128255,3,46,LA TESTE,3,4,1 - SEGMENT P
ZZ91PA251276,3,46,LA TESTE,17,18,1 - SEGMENT P
ZZ84029491,3,46,LA TESTE,27,24,1 - SEGMENT P
ZZ84029492,3,46,LA TESTE,38,50,1 - SEGMENT P
ZZ94228006,3,46,LA TESTE,71,72,1 - SEGMENT P
03AA845187,3,46,LA TESTE,143,137,1 - SEGMENT P
98AA022149,3,46,LA TESTE,111,267,1 - SEGMENT P
ZZ79080090,3,46,LA TESTE,1,4,1 - SEGMENT P
AA018104,3,46,LA TESTE,88,105,1 - SEGMENT P
03AA607734,3,46,LA TESTE,107,110,1 - SEGMENT P
ZZ83076517,3,46,LA TESTE,97,69,1 - SEGMENT P
ZZ83128304,3,46,LA TESTE,30,31,1 - SEGMENT P
03AA845181,3,46,LA TESTE,138,134,1 - SEGMENT P
2001GA053218,3,46,LA TESTE,131,137,1 - SEGMENT P
ZZ88BA082884,3,46,LA TESTE,109,16,1 - SEGMENT P
ZZ93PA208397,3,46,LA TESTE,23,17,1 - SEGMENT P
ZZ84029501,3,46,LA TESTE,46,45,1 - SEGMENT P
99424525,3,46,LA TESTE,102,107,1 - SEGMENT P
03AA842827,3,46,LA TESTE,101,107,1 - SEGMENT P
ZZ8112616,3,46,LA TESTE,86,64,1 - SEGMENT P
ZZ88BA081555,3,46,LA TESTE,113,104,1 - SEGMENT P
ZZ84033625,3,46,LA TESTE,110,92,1 - SEGMENT P
03AA777462,3,46,LA TESTE,117,114,1 - SEGMENT P
ZZ88BA081556,3,46,LA TESTE,29,25,1 - SEGMENT P
ZZ81096549,3,46,LA TESTE,107,62,1 - SEGMENT P
C01AA079928,3,46,LA TESTE,138,113,1 - SEGMENT P
01AA065591,3,46,LA TESTE,120,103,1 - SEGMENT P
ZZ756242500,3,46,LA TESTE,67,70,1 - SEGMENT P
03AA700655,3,46,LA TESTE,122,96,1 - SEGMENT P
03AA842750,3,46,LA TESTE,122,103,1 - SEGMENT P
